i,tau,f_x,f_b,delta_f,dist,rate,maha_x,maha_b,valid,id_gap
1,4.297110080718994,0.9999501514472736,0.29162430814754686,0.7083258432997268,1.6076965543454513,0.0,0.0,0.0,1,0.00022738891430951202
1,6.413417339324951,0.9999501514472736,0.05769255310310893,0.9422575983441647,1.8033729618327865,0.0,0.0,0.0,1,0.00022738891430951202
1,9.571996688842773,0.9999501514472736,0.010838480121003675,0.98911167132627,1.9711451927345047,0.0,0.0,0.0,1,0.00010251934543648034
1,14.286163330078125,0.9999501514472736,0.0028125348885929755,0.9971376165586806,2.106784108522748,0.0,0.0,0.0,1,0.00010318021024047219
1,21.32203483581543,0.9999501514472736,0.0009964884077650789,0.9989536630395085,2.211157118923638,0.0,0.0,0.0,1,0.2403429097928287
1,31.823041915893555,0.9999501514472736,0.00048191014021899744,0.9994682413070546,2.288392992111854,0.0,0.0,0.0,1,0.15114672576603383
1,47.49574661254883,0.9999501514472736,0.0002990711832320755,0.9996510802640416,2.3438876074454864,0.0,0.0,0.0,1,1.2437132961284902e-06
1,70.88719177246094,0.9999501514472736,0.00021402563289518544,0.9997361258143784,2.382914819504621,0.0,0.0,0.0,1,0.10978865571886715
1,105.79882049560547,0.9999501514472736,0.000170108190562852,0.9997800432567108,2.4099466601644615,0.0,0.0,0.0,1,1.0497120800923021e-05
2,0.010579882189631462,0.9996803395517732,0.9996262744569571,5.406509481609145e-05,0.04404331729717166,0.0,0.0,0.0,1,-0.00010203054841628756
2,0.01579042710363865,0.9996803395517732,0.99960553835473,7.480119704317278e-05,0.056674683659815615,0.0,0.0,0.0,1,0.4673719069667818
2,0.023567141965031624,0.9996803395517732,0.9995780102735018,0.00010232927827136251,0.07036261678253497,0.0,0.0,0.0,1,0.4873187110375739
2,0.03517385199666023,0.9996803395517732,0.9995409244408846,0.00013941511088855219,0.08444884435005193,0.0,0.0,0.0,1,0.49828812774916476
2,0.05249682068824768,0.9996803395517732,0.999488923970317,0.0001914155814561891,0.09867981053664937,0.0,0.0,0.0,1,0.29777756379568404
2,0.07835126668214798,0.9996803395517732,0.9994113101586526,0.00026902939312056784,0.11371161491553963,0.0,0.0,0.0,1,-9.267243624677679e-05
2,0.11693891882896423,0.9996803395517732,0.9992856053118498,0.00039473423992331114,0.13157674185387946,0.0,0.0,0.0,1,0.29619088347228284
2,0.17453081905841827,0.9996803395517732,0.9990570947630338,0.0006232447887393189,0.15600850514705797,0.0,0.0,0.0,1,0.2742426131172644
2,0.2604864537715912,0.9996803395517732,0.9986073765037661,0.0010729630480070806,0.19236768104180615,0.0,0.0,0.0,1,0.4085520600162714
2,0.38877490162849426,0.9996803395517732,0.9976035363433639,0.0020768032084093058,0.24691077852041488,0.0,0.0,0.0,1,9.43586846338107e-05
2,0.580244779586792,0.9996803395517732,0.9949227738159817,0.004757565735791447,0.32557229650657776,0.0,0.0,0.0,1,0.23598467800524192
2,0.8660127520561218,0.9996803395517732,0.986435269864949,0.013245069686824151,0.4326015958795667,0.0,0.0,0.0,1,0.17687182080904806
2,1.2925201654434204,0.9996803395517732,0.9504077458036457,0.049272593748127425,0.5690048355996089,0.0,0.0,0.0,1,-9.589904773121827e-05
2,1.929080605506897,0.9996803395517732,0.7859421334277822,0.21373820612399097,0.7309167067371541,0.0,0.0,0.0,1,0.28924506502962777
2,2.8791441917419434,0.9996803395517732,0.37115061745096245,0.6285297221008107,0.9088972615880381,0.0,0.0,0.0,1,0.5240770829485271
2,4.297110080718994,0.9996803395517732,0.07900552183892025,0.9206748177128529,1.0893993162473006,0.0,0.0,0.0,1,-0.00023145241054933763
2,6.413417339324951,0.9996803395517732,0.014247071704193186,0.98543326784758,1.2583868147537152,0.0,0.0,0.0,1,0.06207115046461087
2,9.571996688842773,0.9996803395517732,0.0038510015692026596,0.9958293379825705,1.4052622447315608,0.0,0.0,0.0,1,0.24686723514614078
